hanzi,level,frequency,pinyin,meanings
联盟,6,2339,lián méng,coalition
评论,6,2351,píng lùn,to comment on
评论,6,2351,píng lùn,to discuss
评论,6,2351,píng lùn,comment
评论,6,2351,píng lùn,commentary
仪式,6,2371,yí shì,ceremony
进攻,6,2382,jìn gōng,to attack
进攻,6,2382,jìn gōng,to assault
进攻,6,2382,jìn gōng,to go on the offensive
进攻,6,2382,jìn gōng,attack
进攻,6,2382,jìn gōng,assault
进攻,6,2382,jìn gōng,offense (sports)
来源,6,2383,lái yuán,source (of information etc)
来源,6,2383,lái yuán,origin
生存,6,2389,shēng cún,to exist
生存,6,2389,shēng cún,to survive
并非,6,2403,bìng fēi,really isn't
非法,6,2403,fēi fǎ,illegal
本身,6,2405,běn shēn,itself
本身,6,2405,běn shēn,in itself
本身,6,2405,běn shēn,per se
端,6,2412,duān,end
端,6,2412,duān,extremity
端,6,2412,duān,item
端,6,2412,duān,port
端,6,2412,duān,to hold sth level with both hands
端,6,2412,duān,to carry
端,6,2412,duān,regular
端,6,2412,duān,old variant of 端
端,6,2412,duān,start
端,6,2412,duān,origin
时光,6,2412,shí guāng,time
时光,6,2412,shí guāng,era
时光,6,2412,shí guāng,period of time
实力,6,2445,shí lì,strength
证实,6,2449,zhèng shí,to confirm (sth to be true)
证实,6,2449,zhèng shí,to verify
恶心,6,2463,è xīn,bad habit
恶心,6,2463,è xīn,vicious habit
恶心,6,2463,è xīn,vice
恶心,6,2463,ě xīn,variant of 恶心
恶心,6,2463,ě xīn,nausea
恶心,6,2463,ě xīn,to feel sick
恶心,6,2463,ě xīn,disgust
恶心,6,2463,ě xīn,nauseating
恶心,6,2463,ě xīn,to embarrass (deliberately)
盯,6,2464,dīng,to watch attentively
盯,6,2464,dīng,to fix one's attention on
盯,6,2464,dīng,to stare at
盯,6,2464,dīng,to gaze at
将军,6,2465,Jiāng jūn,(common place name)
将军,6,2465,jiāng jūn,general
将军,6,2465,jiāng jūn,high-ranking military officer
将军,6,2465,jiāng jūn,to check or checkmate
将军,6,2465,jiāng jūn,fig. to embarrass
将军,6,2465,jiāng jūn,to challenge
将军,6,2465,jiāng jūn,to put sb on the spot
尸体,6,2483,shī tǐ,dead body
尸体,6,2483,shī tǐ,corpse
尸体,6,2483,shī tǐ,carcass
分手,6,2494,fēn shǒu,to part company
分手,6,2494,fēn shǒu,to split up
分手,6,2494,fēn shǒu,to break up
模式,6,2502,mó shì,mode
模式,6,2502,mó shì,method
模式,6,2502,mó shì,pattern
异常,6,2505,yì cháng,unusual; abnormal
异常,6,2505,yì cháng,extremely; exceptionally
档案,6,2512,dàng àn,file
档案,6,2512,dàng àn,record
档案,6,2512,dàng àn,archive
维持,6,2514,wéi chí,to keep
维持,6,2514,wéi chí,to maintain
维持,6,2514,wéi chí,to preserve
协会,6,2517,xié huì,an association
协会,6,2517,xié huì,a society
细胞,6,2532,xì bāo,cell (biology)
症状,6,2536,zhèng zhuàng,symptom (of an illness)
试图,6,2537,shì tú,to attempt
试图,6,2537,shì tú,to try
患者,6,2539,huàn zhě,patient; sufferer
艘,6,2548,sōu,classifier for ships
艘,6,2548,sōu,Taiwan pr. [sāo]
刺,6,2566,cì,thorn
刺,6,2566,cì,sting
刺,6,2566,cì,thrust
刺,6,2566,cì,to prick
刺,6,2566,cì,to pierce
刺,6,2566,cì,to stab
刺,6,2566,cì,to assassinate
刺,6,2566,cì,to murder
刺,6,2566,cī,(onom.) whoosh
灵魂,6,2579,líng hún,soul
灵魂,6,2579,líng hún,spirit
镜头,6,2581,jìng tóu,camera lens
镜头,6,2581,jìng tóu,camera shot (in a movie etc)
镜头,6,2581,jìng tóu,scene
实施,6,2584,shí shī,to implement
实施,6,2584,shí shī,to carry out
枚,6,2591,Méi,surname Mei
枚,6,2591,méi,"classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc"
枚,6,2591,méi,tree trunk
枚,6,2591,méi,whip
枚,6,2591,méi,"wooden peg, used as a gag for marching soldiers (old)"
凌晨,6,2595,líng chén,very early in the morning
凌晨,6,2595,líng chén,in the wee hours
淘汰,6,2620,táo tài,to wash out
淘汰,6,2620,táo tài,(fig.) to cull
淘汰,6,2620,táo tài,to weed out
淘汰,6,2620,táo tài,to eliminate
淘汰,6,2620,táo tài,to die out
淘汰,6,2620,táo tài,to phase out
释放,6,2630,shì fàng,to release
释放,6,2630,shì fàng,to set free
释放,6,2630,shì fàng,to liberate (a prisoner)
释放,6,2630,shì fàng,to discharge
操作,6,2640,cāo zuò,to work
操作,6,2640,cāo zuò,to operate
操作,6,2640,cāo zuò,to manipulate
达成,6,2644,dá chéng,to reach (an agreement)
达成,6,2644,dá chéng,to accomplish
本人,6,2656,běn rén,I; me; myself
本人,6,2656,běn rén,oneself; yourself; himself; herself; the person concerned
嗨,6,2664,hāi,oh alas
嗨,6,2664,hāi,hey!
嗨,6,2664,hāi,hi! (loanword)
嗨,6,2664,hāi,a high (natural or drug-induced) (loanword)
斗争,6,2672,dòu zhēng,a struggle
斗争,6,2672,dòu zhēng,fight
斗争,6,2672,dòu zhēng,battle
给予,6,2680,jǐ yǔ,(literary) to give; to accord; to render
舞蹈,6,2684,wǔ dǎo,dance (performance art)
舞蹈,6,2684,wǔ dǎo,dancing
突破,6,2698,tū pò,to break through
突破,6,2698,tū pò,to make a breakthrough
突破,6,2698,tū pò,to surmount (an obstacle)
突破,6,2698,tū pò,(sports) to break through the opponent's defense
发布,6,2711,fā bù,to release
发布,6,2711,fā bù,to issue
发布,6,2711,fā bù,to announce
发布,6,2711,fā bù,to distribute
发布,6,2711,fā bù,also written 发布
发布,6,2711,fā bù,to release
发布,6,2711,fā bù,to issue
发布,6,2711,fā bù,to announce
发布,6,2711,fā bù,to distribute
嘿,6,2729,hēi,hey
哼,6,2732,hēng,to groan
哼,6,2732,hēng,to snort
哼,6,2732,hēng,to hum
哼,6,2732,hēng,to croon
哼,6,2732,hēng,humph!
主管,6,2737,zhǔ guǎn,in charge
主管,6,2737,zhǔ guǎn,responsible for
主管,6,2737,zhǔ guǎn,person in charge
主管,6,2737,zhǔ guǎn,manager
动力,6,2740,dòng lì,motive power
动力,6,2740,dòng lì,force
动力,6,2740,dòng lì,(fig.) motivation
动力,6,2740,dòng lì,impetus
奖励,6,2746,jiǎng lì,to reward
奖励,6,2746,jiǎng lì,reward (as encouragement)
能量,6,2787,néng liàng,energy
能量,6,2787,néng liàng,capabilities
领先,6,2791,lǐng xiān,to lead
领先,6,2791,lǐng xiān,to be in front
清理,6,2808,qīng lǐ,to clear up
清理,6,2808,qīng lǐ,to tidy up
清理,6,2808,qīng lǐ,to dispose of
声明,6,2813,shēng míng,to state
声明,6,2813,shēng míng,to declare
声明,6,2813,shēng míng,statement
声明,6,2813,shēng míng,declaration
激情,6,2822,jī qíng,passion
激情,6,2822,jī qíng,fervor
激情,6,2822,jī qíng,enthusiasm
激情,6,2822,jī qíng,strong emotion
成交,6,2831,chéng jiāo,to complete a contract
成交,6,2831,chéng jiāo,to reach a deal
在乎,6,2833,zài hu,to care about
在乎,6,2833,zài hu,equivalent of 在于
造型,6,2842,zào xíng,to model
造型,6,2842,zào xíng,to shape
造型,6,2842,zào xíng,appearance
造型,6,2842,zào xíng,style
造型,6,2842,zào xíng,design
造型,6,2842,zào xíng,form
造型,6,2842,zào xíng,pose
装备,6,2855,zhuāng bèi,equipment
装备,6,2855,zhuāng bèi,to equip
装备,6,2855,zhuāng bèi,to outfit
障碍,6,2859,zhàng ài,barrier
障碍,6,2859,zhàng ài,obstruction
障碍,6,2859,zhàng ài,hindrance
障碍,6,2859,zhàng ài,impediment
障碍,6,2859,zhàng ài,obstacle
危机,6,2869,wēi jī,crisis
公民,6,2877,gōng mín,citizen
当初,6,2878,dāng chū,at that time
当初,6,2878,dāng chū,originally
情报,6,2886,qíng bào,information
情报,6,2886,qíng bào,intelligence
线索,6,2891,xiàn suǒ,trail
线索,6,2891,xiàn suǒ,clues
线索,6,2891,xiàn suǒ,thread (of a story)
眼神,6,2911,yǎn shén,expression or emotion showing in one's eyes
眼神,6,2911,yǎn shén,meaningful glance
眼神,6,2911,yǎn shén,wink
眼神,6,2911,yǎn shén,eyesight (dialect)
